hhid,mobile_money,bank_account,vsla_account,sacco_account,online_bank_account,no_account,weight,district,hh_location,gender,age,hh_members,highest_grade_completed,mm_account_cancelled,prefer_cash,mm_trust,mm_account_telco_1,mm_account_telco_2,mm_account_telco_3,mm_account_telco_main,undrstd_terms_nd_cond,agent_trust,taken_mm_loan,ntwrk_unavailable_mm_txn,clear_about_txn_fees,txn_ever_failed,agent_ever_not_had_enough_cash,have_copy_of_terms_nd_cond,undrstd_hw_nd_whr_to_complain,had_issue_reslvd_after_complaint,understand_data_mm_providers_collect,been_victim_of_fraud
1310,TRUE,NA,TRUE,NA,NA,NA,152.8,District_B,Rural,male,33,7,primary 2,no,yes,,Company_A,,,,,yes,,yes,yes,no,yes,no,no,,no,no
1311,TRUE,NA,NA,NA,NA,NA,336.5,District_C,Rural,male,34,4,primary 3,no,no,no,Company_B,,,,no,no,,no,yes,no,yes,no,yes,,no,no
1312,NA,NA,NA,TRUE,NA,NA,202.43,District_C,Rural,male,31,4,primary 6,no,yes,no,,,,,,,,,,,,,,,,
1313,TRUE,TRUE,NA,NA,NA,NA,183.92,District_A,Rural,male,25,9,university,no,yes,no,Company_A,,,,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,yes
1314,TRUE,NA,NA,NA,NA,NA,89.39,District_B,Rural,male,44,7,primary 2,no,yes,no,Company_B,,,,,,,no,no,no,no,no,no,,no,no
1315,NA,NA,TRUE,NA,NA,NA,59.07,District_A,Rural,male,42,5,primary 4,no,yes,no,,,,,,,,,,,,,,,,
1316,TRUE,TRUE,NA,NA,NA,NA,324.57,District_A,Urban,female,49,5,primary 6,no,yes,no,Company_A,,,,yes,,yes,yes,no,yes,yes,no,yes,yes,no,no
1317,TRUE,NA,NA,NA,NA,NA,229.13,District_C,Rural,female,47,2,primary 3,no,yes,no,Company_B,,,,no,no,no,no,no,no,yes,no,no,,no,no
1318,TRUE,NA,NA,TRUE,NA,NA,317.9,District_C,Urban,female,39,5,secondary 6,no,yes,no,Company_B,,,,yes,no,no,no,yes,no,no,no,yes,,yes,no
1319,TRUE,TRUE,TRUE,NA,NA,NA,135.28,District_A,Urban,female,27,7,secondary 5,no,yes,no,Company_A,Company_B,,Company_A,yes,no,no,yes,yes,no,yes,no,yes,,no,no
1320,TRUE,TRUE,TRUE,TRUE,NA,NA,423.86,District_C,Urban,female,31,7,university,no,yes,no,Company_A,Company_B,,Company_B,yes,no,,yes,yes,yes,yes,no,yes,,no,no
1321,NA,NA,TRUE,NA,NA,NA,355.66,District_A,Urban,female,22,2,primary 6,yes,yes,yes,,,,,,yes,,no,no,no,no,no,no,,no,no
1322,NA,NA,TRUE,TRUE,NA,NA,615.53,District_C,Rural,female,52,4,,yes,yes,no,,,,,,,,no,yes,no,,,no,,no,no
1323,NA,NA,NA,NA,NA,TRUE,160.96,District_A,Urban,female,19,5,secondary 6,no,,,,,,,,,,,,,,,,,,
1324,TRUE,NA,TRUE,TRUE,NA,NA,164.57,District_C,Rural,female,52,2,primary 2,no,no,no,Company_A,Company_B,,Company_B,yes,no,,no,yes,no,yes,no,no,,no,no
1325,TRUE,NA,TRUE,NA,NA,NA,535.98,District_C,Rural,female,21,3,secondary 3,no,yes,no,Company_B,,,,yes,no,,no,yes,no,no,no,no,yes,no,no
1326,NA,NA,NA,NA,NA,TRUE,"2,397.25",District_C,Rural,male,30,2,,no,yes,no,,,,,,,,,,,,,,,,
1327,TRUE,NA,TRUE,TRUE,NA,NA,315.39,District_B,Rural,male,37,7,,no,yes,no,Company_A,,,,yes,no,,yes,yes,no,no,yes,no,,no,no
1328,TRUE,NA,NA,NA,NA,NA,612.11,District_C,Rural,male,52,8,primary 6,no,yes,no,Company_B,,,,yes,no,,yes,yes,yes,no,no,yes,,no,no
1329,TRUE,NA,NA,NA,NA,NA,612.11,District_C,Rural,female,23,5,secondary 6,no,yes,no,Company_B,Company_C,,Company_B,yes,no,,yes,yes,no,no,no,yes,yes,yes,no
1330,TRUE,NA,NA,TRUE,NA,NA,153.03,District_C,Rural,female,45,6,secondary 2,no,yes,no,Company_A,Company_B,,Company_B,yes,no,,yes,yes,no,yes,no,yes,,no,no
1331,NA,NA,TRUE,TRUE,NA,NA,"1,525.98",District_C,Rural,female,31,4,,no,yes,no,,,,,,,,,,,,,,,,
1332,NA,NA,NA,TRUE,NA,NA,552.87,District_B,Rural,male,40,7,primary 4,yes,yes,no,,,,,,,,no,no,no,,,no,,no,no
1333,TRUE,NA,NA,TRUE,NA,NA,201.28,District_C,Rural,male,36,5,primary 6,no,yes,no,Company_B,Company_C,,Company_B,yes,,,no,yes,no,no,no,no,,no,no
1334,TRUE,TRUE,TRUE,TRUE,NA,NA,311.51,District_A,Urban,female,30,5,primary 2,no,yes,no,Company_A,Company_B,,Company_B,yes,yes,no,yes,yes,yes,yes,no,yes,,yes,no
1335,NA,TRUE,NA,NA,NA,NA,263.77,District_A,Urban,male,63,9,primary 6,no,yes,,,,,,,,,,,,,,,,,
1336,TRUE,NA,TRUE,TRUE,NA,NA,179.3,District_A,Rural,male,45,6,primary 6,no,yes,no,Company_A,Company_B,,Company_A,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes
1337,TRUE,TRUE,TRUE,TRUE,NA,NA,211.93,District_C,Urban,male,30,2,university,no,yes,no,Company_A,Company_C,,Company_A,no,yes,,yes,no,yes,yes,no,yes,yes,yes,yes
1338,NA,NA,NA,TRUE,NA,NA,"1,869.42",District_C,Rural,male,38,5,,no,yes,no,,,,,,,,,,,,,,,,
1339,TRUE,NA,TRUE,TRUE,NA,NA,405.65,District_C,Rural,female,39,5,primary 6,no,yes,no,Company_A,Company_B,,Company_B,yes,no,,no,yes,no,no,no,yes,,yes,no
1340,TRUE,NA,TRUE,TRUE,NA,NA,406.14,District_B,Rural,male,39,10,other,no,yes,no,Company_A,,,,no,no,,yes,yes,yes,yes,no,yes,,no,no
1341,TRUE,NA,NA,NA,NA,NA,125.17,District_A,Urban,female,34,6,,no,yes,no,Company_A,,,,no,,,no,no,yes,no,no,yes,,no,no
1342,TRUE,NA,TRUE,TRUE,NA,NA,79.14,District_B,Rural,male,35,6,primary 6,no,yes,no,Company_A,,,,no,yes,,yes,no,yes,yes,no,no,,no,no
1343,TRUE,NA,TRUE,TRUE,NA,NA,179.47,District_C,Rural,male,37,5,primary 6,no,yes,no,Company_A,,,,yes,no,,yes,yes,no,no,yes,yes,,no,no
1344,NA,NA,TRUE,NA,NA,NA,312.8,District_C,Rural,female,29,4,primary 4,no,yes,yes,,,,,,,,,,,,,,,,
1345,NA,NA,TRUE,NA,NA,NA,228.72,District_C,Rural,male,21,4,secondary 3,no,yes,no,,,,,,,,,,,,,,,,
1346,NA,NA,TRUE,TRUE,NA,NA,379.01,District_C,Rural,female,27,4,primary 6,yes,yes,no,,,,,,,,,,,,,,,,
1347,TRUE,NA,TRUE,TRUE,NA,NA,327.94,District_B,Rural,male,33,4,,no,yes,no,Company_A,,,,yes,no,,yes,yes,no,no,no,no,,no,no
1348,TRUE,TRUE,TRUE,TRUE,NA,NA,273.75,District_B,Rural,male,48,5,primary 4,no,yes,no,Company_A,Company_B,,Company_A,no,yes,,no,yes,no,no,no,no,,no,yes
1349,TRUE,NA,NA,NA,NA,NA,505.74,District_C,Rural,female,22,8,secondary 2,no,yes,no,Company_B,,,,yes,,,yes,yes,no,no,no,yes,,no,no
1350,TRUE,NA,NA,TRUE,NA,NA,388.13,District_B,Rural,female,20,4,primary 6,no,yes,no,Company_A,Company_B,,Company_B,no,,,no,no,no,no,no,no,,no,no
1351,NA,NA,TRUE,NA,NA,NA,420.51,District_B,Rural,female,31,4,,yes,yes,no,,,,,,,,no,yes,no,no,,yes,,no,no
1352,TRUE,TRUE,TRUE,TRUE,NA,NA,455.25,District_B,Rural,male,41,4,secondary 6,no,yes,no,Company_A,Company_B,,Company_A,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,no
1353,TRUE,NA,NA,NA,NA,NA,45.98,District_A,Rural,male,19,1,primary 5,no,yes,no,Company_B,,,,yes,no,,no,yes,no,yes,no,no,,no,no
1354,NA,NA,TRUE,NA,NA,NA,211.05,District_B,Rural,female,19,5,secondary 3,yes,yes,yes,,,,,,yes,,no,yes,no,yes,no,no,,no,no
1355,TRUE,NA,TRUE,NA,NA,NA,123,District_C,Rural,female,26,3,secondary 3,no,yes,yes,Company_B,,,,yes,no,,no,no,no,yes,no,yes,yes,no,no
1356,TRUE,NA,NA,TRUE,NA,NA,336.5,District_C,Rural,male,34,5,primary 5,no,yes,no,Company_A,Company_B,,Company_B,yes,no,,yes,yes,yes,no,yes,yes,,no,no
1357,TRUE,NA,TRUE,NA,NA,NA,151.52,District_C,Rural,female,36,7,primary 2,no,yes,no,Company_B,,,,no,,,no,yes,no,no,no,yes,,yes,no
1358,NA,NA,TRUE,TRUE,NA,NA,"1,099.30",District_B,Rural,female,42,5,secondary 2,yes,yes,yes,,,,,,,,no,no,yes,no,no,no,no,no,yes
1359,TRUE,NA,NA,NA,NA,NA,509.48,District_A,Urban,female,26,4,secondary 2,no,no,yes,Company_A,,,,yes,no,no,yes,yes,yes,yes,no,yes,,no,yes
1360,NA,NA,NA,TRUE,NA,NA,261.47,District_C,Rural,female,44,2,primary 2,yes,yes,no,,,,,,,,no,no,no,no,,no,,no,no
1361,TRUE,NA,NA,NA,NA,NA,"1,251.70",District_A,Urban,female,46,11,secondary 4,no,yes,no,Company_A,Company_B,,Company_A,yes,no,no,yes,yes,no,yes,no,yes,,yes,no
1362,TRUE,NA,NA,NA,NA,NA,611.14,District_B,Rural,female,24,5,secondary 3,no,yes,no,Company_C,,,,no,no,,no,no,no,no,no,no,yes,no,no
1363,TRUE,NA,TRUE,NA,NA,NA,164.57,District_C,Rural,female,67,4,,no,no,no,Company_B,,,,no,no,,no,no,no,yes,no,no,,no,no
1364,TRUE,TRUE,TRUE,TRUE,NA,NA,882.02,District_C,Rural,male,29,7,primary 5,no,yes,no,Company_A,Company_B,,Company_B,yes,no,,yes,yes,no,no,no,yes,yes,yes,no
1365,TRUE,NA,TRUE,TRUE,NA,NA,273.75,District_B,Rural,male,31,3,primary 3,no,no,no,Company_A,,,,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no
1366,NA,NA,NA,NA,NA,TRUE,390.09,District_C,Rural,female,35,4,primary 4,no,yes,no,,,,,,,,,,,,,,,,
1367,NA,NA,TRUE,NA,NA,NA,336.65,District_C,Rural,female,49,7,primary 6,no,yes,,,,,,,,,,,,,,,,,
1368,NA,NA,NA,NA,NA,TRUE,532.03,District_B,Rural,female,47,4,primary 1,yes,yes,no,,,,,,no,,no,yes,no,no,no,no,,no,no
1369,TRUE,NA,NA,TRUE,NA,NA,67.64,District_A,Urban,female,61,2,primary 6,no,yes,no,Company_B,,,,yes,no,,no,yes,no,no,no,yes,yes,no,no
1370,TRUE,TRUE,TRUE,TRUE,NA,NA,196.94,District_C,Rural,male,37,7,primary 6,no,yes,no,Company_B,,,,yes,no,no,no,yes,no,no,no,yes,,no,no
1371,TRUE,NA,NA,NA,NA,NA,700.31,District_B,Rural,male,22,4,secondary 2,no,yes,no,Company_A,,,,yes,yes,,yes,no,no,yes,no,yes,yes,no,no
1372,TRUE,NA,TRUE,NA,NA,NA,"1,266.75",District_B,Rural,male,29,3,primary 4,no,yes,,Company_A,,,,yes,,,yes,yes,no,no,no,yes,yes,yes,yes
1373,NA,NA,TRUE,NA,NA,NA,163.97,District_B,Rural,female,43,6,,yes,yes,no,,,,,,,,yes,no,no,,,no,,no,no
1374,TRUE,TRUE,TRUE,NA,NA,NA,254.55,District_A,Urban,male,36,6,university,no,yes,yes,Company_A,Company_B,,Company_A,,yes,no,yes,yes,yes,yes,no,yes,,no,yes
1375,TRUE,NA,NA,NA,NA,NA,191.77,District_C,Rural,female,25,3,primary 5,no,yes,no,Company_B,,,,yes,no,,no,yes,no,no,no,yes,yes,yes,no
1376,TRUE,TRUE,TRUE,NA,NA,NA,111.35,District_A,Rural,male,25,3,primary 6,no,yes,no,Company_A,Company_B,,Company_B,no,no,,yes,yes,yes,no,no,yes,yes,yes,no
1377,TRUE,NA,TRUE,TRUE,NA,NA,221.53,District_C,Rural,male,59,6,primary 3,no,yes,no,Company_A,Company_B,,Company_A,yes,no,,no,yes,no,no,no,no,,no,no
1378,TRUE,TRUE,NA,NA,NA,NA,"1,965.62",District_A,Urban,female,20,18,secondary 6,no,yes,no,Company_A,,,,yes,no,no,no,yes,no,yes,no,yes,,yes,no
1379,TRUE,TRUE,TRUE,TRUE,NA,NA,270.93,District_C,Rural,male,42,4,primary 6,no,yes,no,Company_B,,,,yes,,,no,yes,no,yes,no,yes,,no,no
1380,NA,NA,NA,TRUE,NA,NA,745.93,District_C,Rural,female,38,6,primary 6,yes,yes,no,,,,,,no,,yes,yes,no,no,no,no,,no,no
1381,NA,NA,NA,NA,NA,TRUE,970.17,District_B,Rural,female,34,3,,yes,yes,no,,,,,,,,,,,,,,,,
1382,TRUE,TRUE,TRUE,TRUE,NA,NA,575.82,District_A,Urban,male,38,5,primary 5,no,yes,no,Company_A,,,,yes,yes,,yes,no,no,yes,no,yes,yes,yes,no
1383,NA,NA,TRUE,TRUE,NA,NA,245.81,District_B,Rural,male,38,6,primary 4,yes,yes,no,,,,,,,,no,yes,yes,no,no,yes,,no,no
1384,TRUE,TRUE,NA,NA,NA,NA,558.19,District_C,Rural,male,43,5,primary 6,no,yes,no,Company_B,,,,yes,,,no,yes,no,no,no,yes,,yes,no
1385,TRUE,NA,TRUE,TRUE,NA,NA,471.88,District_C,Rural,female,61,4,primary 6,no,yes,no,Company_B,,,,yes,no,,no,yes,no,yes,no,yes,,no,no
1386,TRUE,TRUE,TRUE,TRUE,NA,NA,90.31,District_C,Rural,female,38,6,primary 2,no,yes,no,Company_B,,,,no,,,no,no,no,no,no,no,,no,no
1387,TRUE,NA,TRUE,TRUE,NA,NA,316.7,District_C,Rural,male,50,6,tvet,no,yes,no,Company_A,Company_B,,Company_A,yes,,,yes,yes,no,no,no,no,,yes,no
1388,TRUE,NA,TRUE,NA,NA,NA,296.21,District_A,Rural,female,29,3,primary 4,no,yes,no,Company_A,Company_B,,Company_B,yes,no,,no,yes,no,no,no,yes,,yes,no
1389,TRUE,NA,NA,NA,NA,NA,405.65,District_C,Rural,female,26,5,secondary 6,no,yes,no,Company_B,Company_C,,Company_B,no,no,no,yes,yes,no,no,no,yes,,yes,no
1390,TRUE,TRUE,TRUE,NA,NA,NA,592.42,District_A,Rural,male,31,5,primary 3,no,yes,no,Company_A,Company_B,Company_C,Company_A,yes,no,no,,,,,,,,,
1391,TRUE,NA,NA,NA,NA,NA,566.47,District_A,Urban,female,26,4,secondary 3,no,yes,no,Company_A,Company_B,,Company_A,no,no,,yes,no,no,no,no,yes,,no,no
1392,NA,NA,TRUE,NA,NA,NA,132.48,District_B,Rural,female,27,3,,yes,yes,yes,,,,,,yes,,no,no,no,,,no,,no,no
1393,NA,NA,TRUE,TRUE,NA,NA,987.47,District_B,Rural,female,68,3,,no,yes,no,,,,,,,,,,,,,,,,
1394,TRUE,NA,NA,TRUE,NA,NA,261.47,District_C,Rural,female,29,2,primary 3,no,yes,no,Company_B,,,,yes,no,,no,yes,no,no,no,yes,,no,no
1395,NA,NA,NA,NA,NA,TRUE,281.68,District_C,Rural,female,63,2,primary 4,no,yes,,,,,,,,,,,,,,,,,
1396,TRUE,NA,TRUE,TRUE,NA,NA,316.58,District_B,Rural,female,40,7,primary 6,no,yes,no,Company_B,,,,yes,no,,no,yes,no,no,no,yes,,yes,no
1397,TRUE,NA,TRUE,NA,NA,NA,305.6,District_B,Rural,male,26,4,primary 6,no,yes,no,Company_A,Company_C,,Company_A,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,no
1398,TRUE,NA,TRUE,TRUE,NA,NA,91.96,District_A,Rural,female,26,3,secondary 6,no,yes,yes,Company_A,Company_B,,Company_A,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes
1399,NA,NA,NA,TRUE,NA,NA,721.12,District_C,Rural,female,84,2,,no,yes,,,,,,,,,,,,,,,,,
1400,NA,TRUE,NA,NA,NA,NA,288.02,District_A,Urban,female,34,5,secondary 2,no,yes,no,,,,,,,,,,,,,,,,
1401,NA,NA,NA,TRUE,NA,NA,278.91,District_C,Rural,female,30,3,primary 6,yes,yes,no,,,,,,,,no,yes,no,no,no,no,,no,no
1402,TRUE,NA,NA,NA,NA,NA,491.07,District_C,Rural,male,21,4,secondary 2,no,yes,no,Company_B,,,,yes,no,no,no,yes,no,no,no,yes,,yes,no
1403,TRUE,TRUE,NA,TRUE,NA,NA,170.66,District_A,Urban,male,25,8,university,no,yes,no,Company_A,,,,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,no
1404,TRUE,NA,NA,TRUE,NA,NA,158.29,District_C,Rural,male,41,5,primary 3,no,yes,no,Company_B,,,,yes,no,no,no,yes,no,yes,no,yes,,no,no
1405,TRUE,TRUE,TRUE,NA,TRUE,NA,849.7,District_A,Urban,female,45,6,secondary 6,no,yes,no,Company_A,,,,no,no,,yes,no,yes,yes,no,no,yes,no,no
1406,TRUE,NA,NA,TRUE,NA,NA,224.37,District_B,Rural,female,34,4,primary 4,no,yes,no,Company_C,,,,yes,,,no,yes,yes,yes,no,yes,,no,no
1407,TRUE,TRUE,TRUE,TRUE,NA,NA,266.73,District_A,Rural,male,24,4,secondary 6,no,no,no,Company_A,Company_B,,Company_A,no,no,,no,yes,no,yes,no,yes,yes,no,no
1408,TRUE,NA,TRUE,TRUE,NA,NA,405.65,District_C,Rural,female,31,4,secondary 3,no,yes,no,Company_B,,,,no,,,no,yes,no,no,no,yes,,no,no
1409,TRUE,NA,NA,NA,NA,NA,265.27,District_A,Rural,female,24,3,primary 6,no,yes,no,Company_B,Company_C,,Company_B,yes,no,,no,yes,no,no,no,yes,,yes,no
1410,TRUE,NA,TRUE,TRUE,NA,NA,254.55,District_C,Rural,female,74,4,,no,yes,no,Company_A,Company_B,,Company_A,no,,,no,no,no,yes,no,yes,,no,no
1411,NA,NA,TRUE,NA,NA,NA,112.61,District_A,Rural,female,28,4,primary 6,yes,yes,,,,,,,,,no,no,no,no,no,yes,,no,no
1412,TRUE,TRUE,NA,NA,NA,NA,"1,782.73",District_A,Urban,male,24,4,university,no,no,no,Company_A,,,,yes,no,,yes,yes,no,yes,no,yes,,yes,no
1413,TRUE,NA,TRUE,TRUE,NA,NA,230.21,District_B,Rural,male,47,5,primary 4,no,yes,no,Company_A,,,,yes,no,,no,yes,no,no,no,yes,,no,no
1414,TRUE,TRUE,TRUE,TRUE,NA,NA,597.8,District_A,Urban,male,57,6,secondary 3,no,yes,no,Company_A,Company_B,,Company_A,yes,no,,yes,yes,yes,no,no,yes,,no,no
1415,NA,NA,TRUE,NA,NA,NA,149.01,District_C,Rural,female,24,3,primary 6,yes,yes,no,,,,,,no,,yes,yes,no,no,no,yes,,yes,no
1416,NA,NA,TRUE,NA,NA,NA,883.95,District_C,Rural,male,43,7,primary 6,yes,yes,no,,,,,,,,,,,,,,,,
1417,TRUE,TRUE,TRUE,NA,NA,NA,467.26,District_A,Urban,female,27,4,secondary 6,no,no,no,Company_A,Company_B,,Company_A,no,yes,,yes,yes,yes,yes,no,yes,yes,no,yes
1418,NA,NA,NA,NA,NA,TRUE,222.69,District_A,Rural,female,24,8,primary 6,no,yes,no,,,,,,,,,,,,,,,,
1419,NA,NA,TRUE,NA,NA,NA,"1,780.51",District_B,Rural,male,61,4,,no,yes,no,,,,,,,,,,,,,,,,
1420,TRUE,NA,TRUE,NA,NA,NA,303.04,District_C,Rural,female,44,7,primary 6,no,yes,no,Company_A,,,,yes,no,,no,yes,no,yes,no,yes,,no,yes
1421,TRUE,NA,TRUE,TRUE,NA,NA,479.94,District_C,Rural,female,32,6,primary 4,no,yes,no,Company_B,,,,yes,yes,no,no,yes,no,yes,no,yes,,no,no
1422,TRUE,TRUE,TRUE,NA,NA,NA,158.29,District_C,Rural,male,59,2,secondary 4,no,yes,no,Company_A,Company_B,,Company_B,yes,,,no,yes,no,no,no,yes,,no,no
1423,TRUE,TRUE,NA,TRUE,NA,NA,516.42,District_C,Rural,male,28,5,primary 5,no,yes,no,Company_B,,,,yes,no,,yes,yes,no,yes,no,yes,yes,no,no
1424,TRUE,NA,NA,TRUE,NA,NA,231.95,District_B,Rural,female,46,1,secondary 3,no,yes,no,Company_A,Company_B,,Company_A,no,,,no,yes,no,yes,no,no,,yes,no
1425,TRUE,NA,NA,NA,NA,NA,151.47,District_A,Urban,female,39,3,secondary 2,no,yes,no,Company_A,Company_B,,Company_A,yes,no,,yes,yes,no,no,no,yes,,no,no
1426,TRUE,TRUE,TRUE,NA,NA,NA,180.51,District_A,Urban,male,36,6,primary 5,no,yes,no,Company_A,Company_B,,Company_A,yes,no,,no,yes,no,yes,no,yes,,no,no
1427,TRUE,TRUE,TRUE,NA,NA,NA,152.92,District_C,Rural,male,48,4,primary 5,no,yes,no,Company_A,Company_B,,Company_A,yes,no,no,no,yes,no,no,no,yes,,no,no
1428,TRUE,NA,TRUE,TRUE,NA,NA,293.11,District_B,Rural,male,36,6,,no,yes,no,Company_A,,,,yes,,,no,yes,no,no,no,yes,,yes,no
1429,TRUE,TRUE,NA,TRUE,NA,NA,458.26,District_C,Rural,male,33,3,tvet,no,yes,no,Company_A,Company_B,,Company_B,yes,no,no,no,yes,no,no,no,yes,yes,no,no
1430,NA,NA,NA,NA,NA,TRUE,482.08,District_B,Rural,male,25,3,primary 3,yes,yes,no,,,,,,,,no,yes,no,yes,no,no,,no,no
1431,TRUE,NA,TRUE,TRUE,NA,NA,458.26,District_C,Rural,male,54,5,primary 6,no,yes,no,Company_A,Company_B,,Company_B,yes,no,,yes,yes,yes,no,no,yes,,no,no
1432,NA,TRUE,TRUE,NA,NA,NA,755.77,District_B,Rural,female,51,3,primary 3,no,yes,,,,,,,,,,,,,,,,,
1433,TRUE,NA,TRUE,NA,NA,NA,566.06,District_A,Urban,female,46,10,secondary 3,no,yes,no,Company_A,,,,yes,no,,yes,yes,no,no,no,yes,,yes,yes
1434,NA,NA,TRUE,NA,NA,NA,216.38,District_A,Urban,female,57,2,primary 1,yes,yes,no,,,,,,,,no,no,no,no,no,yes,,yes,no
1435,TRUE,TRUE,NA,NA,NA,NA,266.73,District_A,Rural,male,28,5,primary 6,no,yes,no,Company_A,Company_B,,Company_B,yes,no,,yes,yes,yes,no,no,yes,,yes,no
1436,TRUE,TRUE,NA,NA,NA,NA,625.85,District_A,Urban,male,35,4,primary 5,no,yes,no,Company_A,,,,yes,no,no,yes,yes,no,no,no,yes,,no,no
1437,NA,NA,NA,TRUE,NA,NA,123,District_C,Rural,female,62,3,,no,yes,no,,,,,,,,,,,,,,,,
1438,NA,NA,TRUE,TRUE,NA,NA,443.39,District_C,Rural,female,58,3,,no,yes,no,,,,,,,,,,,,,,,,
1439,TRUE,NA,NA,NA,NA,NA,192.94,District_A,Urban,female,25,3,primary 5,no,yes,,Company_B,,,,yes,no,,yes,yes,no,yes,no,yes,,no,no
1440,TRUE,NA,TRUE,TRUE,NA,NA,587.06,District_C,Rural,female,49,2,primary 6,no,yes,no,Company_B,,,,yes,no,,yes,yes,no,yes,no,yes,,no,no
1441,TRUE,NA,NA,NA,NA,NA,163.41,District_A,Urban,female,20,3,primary 6,no,yes,no,Company_A,,,,yes,yes,,yes,no,no,yes,no,yes,,no,no
1442,NA,NA,NA,NA,NA,TRUE,379.01,District_C,Rural,female,37,4,primary 6,yes,yes,no,,,,,,no,,yes,no,yes,yes,no,no,,no,no
1443,TRUE,NA,NA,NA,NA,NA,216.59,District_B,Rural,male,30,3,primary 3,no,yes,no,Company_A,Company_B,,Company_B,yes,no,,yes,yes,no,no,no,yes,,yes,no
1444,NA,NA,NA,NA,NA,TRUE,344.49,District_C,Rural,male,43,7,,no,yes,no,,,,,,,,,,,,,,,,
1445,TRUE,TRUE,NA,NA,NA,NA,"1,952.84",District_A,Rural,male,37,4,primary 1,no,yes,no,Company_A,Company_B,,Company_A,,no,no,yes,yes,yes,no,no,yes,,no,no
1446,TRUE,TRUE,TRUE,TRUE,NA,NA,222.28,District_A,Rural,male,25,5,secondary 3,no,yes,no,Company_A,Company_B,,Company_B,yes,,,yes,yes,no,yes,no,yes,,no,no
1447,TRUE,NA,TRUE,TRUE,NA,NA,443.21,District_B,Rural,male,45,6,primary 6,no,yes,no,Company_A,,,,yes,no,no,no,no,no,no,no,no,,no,no
1448,NA,NA,TRUE,NA,NA,NA,892.75,District_B,Rural,female,26,5,primary 6,no,yes,,,,,,,,,,,,,,,,,
1449,TRUE,NA,TRUE,NA,NA,NA,"1,056.53",District_B,Rural,male,32,5,primary 3,no,yes,no,Company_A,Company_C,,Company_A,yes,no,,no,yes,no,no,yes,yes,,no,no
1450,NA,NA,NA,NA,NA,TRUE,723.13,District_B,Rural,female,18,4,primary 3,yes,yes,no,,,,,,no,,no,no,no,no,no,no,,no,no
1451,TRUE,NA,NA,NA,NA,NA,224.37,District_B,Rural,female,22,2,primary 6,no,yes,no,Company_C,,,,yes,no,,no,yes,yes,yes,no,yes,yes,no,no
1452,TRUE,NA,TRUE,TRUE,NA,NA,170.7,District_B,Rural,male,39,5,primary 6,no,yes,no,Company_A,,,,yes,no,,no,yes,no,no,no,no,,no,no
1453,TRUE,TRUE,NA,NA,NA,NA,140.65,District_A,Rural,male,33,2,university,no,yes,yes,Company_A,,,,yes,no,,yes,yes,no,yes,no,yes,yes,yes,no
1454,TRUE,TRUE,TRUE,NA,NA,NA,216.98,District_A,Rural,male,36,3,primary 2,no,no,no,Company_A,Company_B,,Company_B,yes,no,no,no,yes,no,yes,no,yes,,yes,no
1455,TRUE,TRUE,TRUE,NA,NA,NA,70.32,District_A,Rural,male,48,1,university,no,yes,no,Company_A,,,,,no,,no,no,no,no,no,yes,,no,no
1456,TRUE,NA,TRUE,TRUE,NA,NA,823.89,District_C,Rural,female,24,9,primary 6,no,yes,no,Company_B,Company_C,,Company_B,no,no,no,yes,yes,yes,yes,no,yes,,no,no
1457,TRUE,NA,NA,NA,NA,NA,324.57,District_A,Urban,male,52,5,primary 6,no,yes,no,Company_A,Company_B,,Company_B,,no,yes,no,yes,no,yes,no,yes,,no,no
1458,TRUE,TRUE,TRUE,TRUE,NA,NA,314.58,District_C,Rural,female,30,4,secondary 5,no,yes,no,Company_A,Company_B,,Company_B,yes,,,no,no,no,no,no,yes,,no,no
1459,NA,NA,TRUE,TRUE,NA,NA,"2,179.59",District_B,Rural,male,46,7,primary 6,yes,yes,no,,,,,,,,no,no,no,,,no,,no,no
1460,TRUE,NA,NA,NA,NA,NA,85.55,District_A,Rural,male,29,3,primary 3,no,yes,no,Company_B,,,,no,,,no,no,no,yes,no,yes,,no,no
1461,TRUE,NA,NA,NA,NA,NA,380.45,District_B,Rural,female,26,3,primary 6,no,yes,yes,Company_A,,,,no,yes,no,no,no,yes,yes,no,no,,no,yes
1462,TRUE,TRUE,NA,TRUE,NA,NA,385.33,District_C,Rural,male,27,4,secondary 2,no,yes,no,Company_B,,,Company_B,yes,no,no,no,yes,no,yes,no,yes,,yes,no
1463,TRUE,NA,TRUE,TRUE,NA,NA,196.94,District_C,Rural,male,37,5,primary 5,no,yes,no,Company_B,,,,yes,no,,yes,yes,no,no,no,no,,no,no
1464,NA,NA,NA,NA,NA,TRUE,179.47,District_C,Rural,female,27,2,primary 5,no,yes,no,,,,,,,,,,,,,,,,
1465,NA,NA,TRUE,TRUE,NA,NA,185.89,District_B,Rural,female,24,2,primary 2,yes,yes,no,,,,,,no,,yes,yes,yes,yes,no,no,,no,no
